bug_id,duplicate
1697966,NO
1688846,NO
1692836,NO
1710835,NO
1687585,NO
1701938,1700634
1706931,NO
1690947,NO
1691481,NO
1701086,NO
1693296,NO
1692188,1691817
1712944,NO
1684932,NO
1703691,NO
1693282,NO
1713496,NO
1691495,NO
1711281,NO
1708908,NO
1686857,NO
1710821,NO
1697782,NO
1699977,1630132
1695195,NO
1685386,NO
1692822,NO
1701914,NO
1688842,NO
1698489,NO
1709390,NO
1712968,NO
1695807,NO
1704878,NO
1697976,NO
1699783,1697507
1692826,NO
1685382,NO
1701928,NO
1696498,NO
1686853,NO
1710825,NO
1687595,NO
1699973,1505090
1690957,NO
1691491,NO
1692198,NO
1684922,NO
1712954,NO
1693286,NO
1713486,NO
1703695,1703691
1712940,NO
1684936,NO
1693292,NO
1701082,NO
1706935,NO
1690943,NO
1691485,NO
1707395,NO
1697792,NO
1687581,NO
1699967,NO
1705582,NO
1695185,NO
1685396,1677838
1703118,NO
1692601,NO
1712015,NO
1705569,NO
1702206,NO
1694270,NO
1697779,NO
1690016,NO
1706060,NO
1689547,NO
1688881,NO
1700411,1699864
1696301,NO
1707418,1554345
1710164,NO
1690770,NO
1709435,NO
1694516,NO
1712773,NO
1692167,NO
1704111,NO
1695608,NO
1694502,NO
1702574,NO
1712767,NO
